Machine ID,Duration (sec),ReasonCode,Lot ID,Product Code,Machine Group
M-303,154,Material Shortage,LOT-0035,PRD-B,GroupC
M-101,313,Jam,LOT-0039,PRD-A,GroupA
M-102,170,Jam,LOT-0036,PRD-B,GroupA
M-303,105,Jam,LOT-0020,PRD-A,GroupC
M-201,52,Power Blip,LOT-0008,PRD-D,GroupB
M-201,100,Sensor Fault,LOT-0014,PRD-D,GroupB
M-201,1179,PM-Scheduled,LOT-0025,PRD-D,GroupB
M-301,668,Changeover,LOT-0033,PRD-D,GroupC
M-303,140,Jam,LOT-0021,PRD-B,GroupC
M-301,346,Changeover,LOT-0037,PRD-B,GroupC
M-103,161,Jam,LOT-0038,PRD-E,GroupA
M-302,70,Jam,LOT-0022,PRD-B,GroupC
M-302,1103,PM-Scheduled,LOT-0032,PRD-E,GroupC
M-301,145,Jam,LOT-0032,PRD-D,GroupC
M-103,55,Sensor Fault,LOT-0011,PRD-B,GroupA
M-303,158,Jam,LOT-0004,PRD-E,GroupC
M-101,136,Material Shortage,LOT-0004,PRD-A,GroupA
M-302,79,Jam,LOT-0005,PRD-B,GroupC
M-101,244,Jam,LOT-0024,PRD-A,GroupA
M-303,12,Sensor Fault,LOT-0001,PRD-E,GroupC
M-302,155,Jam,LOT-0018,PRD-E,GroupC
M-202,130,Jam,LOT-0012,PRD-A,GroupB
M-102,546,Changeover,LOT-0013,PRD-E,GroupA
M-202,333,Material Shortage,LOT-0026,PRD-A,GroupB
M-301,147,Adjustment,LOT-0037,PRD-B,GroupC
M-201,40,Jam,LOT-0003,PRD-A,GroupB
M-302,865,Changeover,LOT-0031,PRD-A,GroupC
M-101,20,Sensor Fault,LOT-0032,PRD-D,GroupA
M-301,795,PM-Scheduled,LOT-0034,PRD-A,GroupC
M-201,165,Jam,LOT-0031,PRD-C,GroupB
M-101,48,Power Blip,LOT-0018,PRD-E,GroupA
M-101,180,Jam,LOT-0002,PRD-B,GroupA
M-103,503,Operator Break,LOT-0005,PRD-C,GroupA
M-103,1760,PM-Scheduled,LOT-0025,PRD-E,GroupA
M-301,443,Changeover,LOT-0006,PRD-E,GroupC
M-301,131,Jam,LOT-0015,PRD-A,GroupC
M-301,88,Sensor Fault,LOT-0039,PRD-D,GroupC
M-301,89,Jam,LOT-0029,PRD-D,GroupC
M-201,684,Changeover,LOT-0028,PRD-B,GroupB
M-302,178,Jam,LOT-0019,PRD-B,GroupC
M-102,59,Jam,LOT-0025,PRD-B,GroupA
M-302,409,Changeover,LOT-0006,PRD-A,GroupC
M-202,576,Changeover,LOT-0007,PRD-B,GroupB
M-102,134,Jam,LOT-0036,PRD-E,GroupA
M-302,42,Jam,LOT-0023,PRD-E,GroupC
M-102,1264,PM-Scheduled,LOT-0025,PRD-A,GroupA
M-202,386,Changeover,LOT-0036,PRD-B,GroupB
M-103,31,Sensor Fault,LOT-0009,PRD-C,GroupA
M-202,57,Jam,LOT-0005,PRD-B,GroupB
M-302,96,Jam,LOT-0031,PRD-A,GroupC
M-301,83,Jam,LOT-0032,PRD-E,GroupC
M-201,438,Changeover,LOT-0020,PRD-A,GroupB
M-302,689,Changeover,LOT-0022,PRD-D,GroupC
M-301,439,Changeover,LOT-0020,PRD-C,GroupC
M-201,481,Changeover,LOT-0026,PRD-C,GroupB
M-202,91,Sensor Fault,LOT-0032,PRD-E,GroupB
M-201,587,Changeover,LOT-0026,PRD-C,GroupB
M-102,17,Power Blip,LOT-0038,PRD-E,GroupA
M-103,80,Sensor Fault,LOT-0002,PRD-D,GroupA
M-201,598,Changeover,LOT-0005,PRD-D,GroupB
M-303,97,Jam,LOT-0016,PRD-C,GroupC
M-103,111,Sensor Fault,LOT-0025,PRD-A,GroupA
M-303,550,Unplanned Stop,LOT-0038,PRD-D,GroupC
M-302,668,Changeover,LOT-0035,PRD-E,GroupC
M-102,83,Jam,LOT-0023,PRD-B,GroupA
M-101,1418,PM-Scheduled,LOT-0022,PRD-D,GroupA
M-102,86,Jam,LOT-0015,PRD-E,GroupA
M-201,700,Changeover,LOT-0030,PRD-E,GroupB
M-103,325,Changeover,LOT-0031,PRD-A,GroupA
M-202,387,Changeover,LOT-0008,PRD-B,GroupB
M-301,766,Changeover,LOT-0014,PRD-E,GroupC
M-303,399,Changeover,LOT-0029,PRD-D,GroupC
M-301,31,Jam,LOT-0008,PRD-A,GroupC
M-301,96,Sensor Fault,LOT-0011,PRD-B,GroupC
M-103,1277,PM-Scheduled,LOT-0036,PRD-D,GroupA
M-303,123,Jam,LOT-0012,PRD-B,GroupC
M-302,502,Changeover,LOT-0029,PRD-E,GroupC
M-302,519,Changeover,LOT-0014,PRD-C,GroupC
M-102,1699,PM-Scheduled,LOT-0012,PRD-C,GroupA
M-301,49,Jam,LOT-0017,PRD-D,GroupC
M-301,1403,PM-Scheduled,LOT-0038,PRD-A,GroupC
M-301,768,Changeover,LOT-0040,PRD-B,GroupC
M-202,42,Power Blip,LOT-0006,PRD-B,GroupB
M-301,98,Jam,LOT-0008,PRD-B,GroupC
M-301,75,Sensor Fault,LOT-0025,PRD-D,GroupC
M-103,1466,PM-Scheduled,LOT-0012,PRD-D,GroupA
M-103,1602,PM-Scheduled,LOT-0019,PRD-B,GroupA
M-103,761,Changeover,LOT-0040,PRD-A,GroupA
M-301,154,Adjustment,LOT-0009,PRD-B,GroupC
M-302,159,Adjustment,LOT-0032,PRD-D,GroupC
M-303,754,Changeover,LOT-0032,PRD-B,GroupC
M-102,1051,PM-Scheduled,LOT-0019,PRD-A,GroupA
M-202,93,Jam,LOT-0011,PRD-D,GroupB
M-303,415,Changeover,LOT-0037,PRD-A,GroupC
M-202,487,Operator Break,LOT-0035,PRD-A,GroupB
M-303,735,Changeover,LOT-0007,PRD-B,GroupC
M-202,93,Material Shortage,LOT-0029,PRD-C,GroupB
M-301,149,Material Shortage,LOT-0029,PRD-A,GroupC
M-201,170,Jam,LOT-0023,PRD-E,GroupB
M-302,55,Jam,LOT-0014,PRD-B,GroupC
M-101,1690,PM-Scheduled,LOT-0018,PRD-E,GroupA
M-103,599,Changeover,LOT-0019,PRD-E,GroupA
M-202,161,Adjustment,LOT-0007,PRD-B,GroupB
M-302,22,Power Blip,LOT-0009,PRD-B,GroupC
M-201,102,Jam,LOT-0016,PRD-D,GroupB
M-303,88,Jam,LOT-0027,PRD-D,GroupC
M-303,43,Jam,LOT-0026,PRD-E,GroupC
M-202,57,Sensor Fault,LOT-0030,PRD-D,GroupB
M-301,790,PM-Scheduled,LOT-0030,PRD-C,GroupC
M-102,467,Material Shortage,LOT-0014,PRD-D,GroupA
M-201,630,Changeover,LOT-0019,PRD-C,GroupB
M-103,1593,PM-Scheduled,LOT-0022,PRD-A,GroupA
M-101,246,Jam,LOT-0002,PRD-A,GroupA
M-103,300,Changeover,LOT-0028,PRD-B,GroupA
M-103,137,Quality Check,LOT-0011,PRD-C,GroupA
M-102,42,Sensor Fault,LOT-0006,PRD-C,GroupA
M-103,180,Jam,LOT-0020,PRD-B,GroupA
M-302,100,Sensor Fault,LOT-0007,PRD-A,GroupC
M-201,435,Changeover,LOT-0038,PRD-B,GroupB
M-303,107,Jam,LOT-0008,PRD-D,GroupC
M-103,534,Changeover,LOT-0025,PRD-A,GroupA
M-102,114,Jam,LOT-0020,PRD-B,GroupA
M-302,368,Operator Break,LOT-0010,PRD-A,GroupC
M-101,31,Sensor Fault,LOT-0029,PRD-C,GroupA
M-201,29,Sensor Fault,LOT-0027,PRD-E,GroupB
M-303,148,Material Shortage,LOT-0007,PRD-B,GroupC
M-102,1386,PM-Scheduled,LOT-0023,PRD-D,GroupA
M-301,313,Material Shortage,LOT-0018,PRD-A,GroupC
M-201,1183,PM-Scheduled,LOT-0002,PRD-C,GroupB
M-201,821,Changeover,LOT-0013,PRD-D,GroupB
M-202,110,Sensor Fault,LOT-0016,PRD-D,GroupB
M-302,147,Jam,LOT-0039,PRD-A,GroupC
M-101,384,Unplanned Stop,LOT-0009,PRD-D,GroupA
M-302,476,Changeover,LOT-0031,PRD-A,GroupC
M-101,628,PM-Scheduled,LOT-0017,PRD-B,GroupA
M-101,55,Power Blip,LOT-0026,PRD-E,GroupA
M-202,74,Sensor Fault,LOT-0027,PRD-D,GroupB
M-302,157,Jam,LOT-0035,PRD-E,GroupC
M-103,99,Jam,LOT-0006,PRD-E,GroupA
M-201,219,Unplanned Stop,LOT-0035,PRD-C,GroupB
M-302,735,PM-Scheduled,LOT-0020,PRD-D,GroupC
M-201,42,Jam,LOT-0028,PRD-A,GroupB
M-303,17,Sensor Fault,LOT-0020,PRD-B,GroupC
M-102,55,Jam,LOT-0001,PRD-B,GroupA
M-303,163,Adjustment,LOT-0034,PRD-C,GroupC
M-103,575,Changeover,LOT-0008,PRD-A,GroupA
M-301,338,Material Shortage,LOT-0034,PRD-A,GroupC
M-202,83,Sensor Fault,LOT-0005,PRD-D,GroupB
M-303,356,Changeover,LOT-0032,PRD-E,GroupC
M-103,561,Changeover,LOT-0007,PRD-E,GroupA
M-102,150,Jam,LOT-0001,PRD-A,GroupA
M-101,252,Jam,LOT-0024,PRD-D,GroupA
M-103,29,Jam,LOT-0036,PRD-D,GroupA
M-201,726,Changeover,LOT-0021,PRD-C,GroupB
M-102,844,PM-Scheduled,LOT-0033,PRD-A,GroupA
M-103,152,Jam,LOT-0003,PRD-D,GroupA
M-102,349,Material Shortage,LOT-0020,PRD-C,GroupA
M-102,616,PM-Scheduled,LOT-0024,PRD-B,GroupA
M-202,1222,PM-Scheduled,LOT-0040,PRD-B,GroupB
M-303,805,Changeover,LOT-0013,PRD-E,GroupC
M-201,124,Jam,LOT-0002,PRD-B,GroupB
M-301,98,Sensor Fault,LOT-0001,PRD-C,GroupC
M-101,492,Operator Break,LOT-0020,PRD-A,GroupA
M-201,543,Changeover,LOT-0027,PRD-D,GroupB
M-101,205,Unplanned Stop,LOT-0018,PRD-A,GroupA
M-101,59,Power Blip,LOT-0034,PRD-D,GroupA
M-301,386,Changeover,LOT-0038,PRD-A,GroupC
M-103,60,Sensor Fault,LOT-0005,PRD-E,GroupA
M-101,433,Changeover,LOT-0016,PRD-C,GroupA
M-202,462,Material Shortage,LOT-0021,PRD-C,GroupB
M-303,39,Jam,LOT-0013,PRD-B,GroupC
M-102,62,Jam,LOT-0029,PRD-D,GroupA
M-301,848,Changeover,LOT-0023,PRD-B,GroupC
M-303,571,Changeover,LOT-0008,PRD-A,GroupC
M-103,371,Material Shortage,LOT-0039,PRD-A,GroupA
M-201,395,Material Shortage,LOT-0010,PRD-A,GroupB
M-201,131,Adjustment,LOT-0033,PRD-A,GroupB
M-202,64,Jam,LOT-0002,PRD-D,GroupB
M-303,1726,PM-Scheduled,LOT-0016,PRD-A,GroupC
M-303,55,Jam,LOT-0008,PRD-A,GroupC
M-101,287,Material Shortage,LOT-0009,PRD-B,GroupA
M-302,386,Changeover,LOT-0038,PRD-E,GroupC
M-202,9,Power Blip,LOT-0002,PRD-A,GroupB
M-201,33,Power Blip,LOT-0009,PRD-A,GroupB
M-301,138,Jam,LOT-0004,PRD-B,GroupC
M-302,464,Material Shortage,LOT-0032,PRD-A,GroupC
M-302,32,Sensor Fault,LOT-0023,PRD-B,GroupC
M-103,134,Jam,LOT-0010,PRD-A,GroupA
M-201,73,Sensor Fault,LOT-0027,PRD-E,GroupB
M-303,91,Jam,LOT-0025,PRD-B,GroupC
M-302,154,Jam,LOT-0016,PRD-E,GroupC
M-101,860,Unplanned Stop,LOT-0023,PRD-D,GroupA
M-303,879,Changeover,LOT-0033,PRD-C,GroupC
M-302,26,Jam,LOT-0021,PRD-E,GroupC
M-201,91,Jam,LOT-0004,PRD-D,GroupB
M-301,419,Operator Break,LOT-0011,PRD-A,GroupC
M-201,44,Sensor Fault,LOT-0035,PRD-A,GroupB
M-201,1395,PM-Scheduled,LOT-0023,PRD-B,GroupB
M-103,101,Jam,LOT-0023,PRD-E,GroupA
M-101,55,Sensor Fault,LOT-0037,PRD-E,GroupA
M-103,985,PM-Scheduled,LOT-0032,PRD-E,GroupA
M-202,29,Jam,LOT-0006,PRD-A,GroupB
M-201,12,Sensor Fault,LOT-0034,PRD-D,GroupB
M-101,506,Changeover,LOT-0009,PRD-C,GroupA
M-103,59,Power Blip,LOT-0021,PRD-A,GroupA
M-101,100,Jam,LOT-0008,PRD-E,GroupA
M-301,125,Adjustment,LOT-0026,PRD-E,GroupC
M-102,630,Changeover,LOT-0009,PRD-B,GroupA
M-302,558,Material Shortage,LOT-0021,PRD-B,GroupC
M-301,170,Jam,LOT-0012,PRD-D,GroupC
M-202,47,Sensor Fault,LOT-0009,PRD-B,GroupB
M-101,176,Adjustment,LOT-0026,PRD-E,GroupA
M-101,181,Jam,LOT-0040,PRD-B,GroupA
M-102,14,Power Blip,LOT-0022,PRD-A,GroupA
M-201,627,Changeover,LOT-0011,PRD-A,GroupB
M-301,571,Changeover,LOT-0014,PRD-B,GroupC
M-102,410,Changeover,LOT-0001,PRD-A,GroupA
M-302,729,Changeover,LOT-0011,PRD-D,GroupC
M-303,149,Quality Check,LOT-0035,PRD-D,GroupC
M-102,290,Material Shortage,LOT-0011,PRD-D,GroupA
M-102,94,Material Shortage,LOT-0019,PRD-A,GroupA
M-301,46,Jam,LOT-0005,PRD-C,GroupC
M-103,101,Quality Check,LOT-0005,PRD-E,GroupA
M-102,794,Changeover,LOT-0002,PRD-D,GroupA
M-103,65,Sensor Fault,LOT-0011,PRD-A,GroupA
M-102,494,Changeover,LOT-0027,PRD-E,GroupA
M-202,48,Sensor Fault,LOT-0016,PRD-A,GroupB
M-101,862,Changeover,LOT-0032,PRD-B,GroupA
M-101,737,Changeover,LOT-0006,PRD-C,GroupA
M-303,26,Jam,LOT-0014,PRD-B,GroupC
M-202,544,Unplanned Stop,LOT-0008,PRD-C,GroupB
M-302,571,Changeover,LOT-0006,PRD-E,GroupC
M-302,117,Jam,LOT-0024,PRD-B,GroupC
M-303,132,Jam,LOT-0030,PRD-C,GroupC
M-201,123,Material Shortage,LOT-0010,PRD-A,GroupB
M-102,113,Sensor Fault,LOT-0035,PRD-D,GroupA
M-201,1392,PM-Scheduled,LOT-0034,PRD-D,GroupB
M-303,1082,PM-Scheduled,LOT-0031,PRD-C,GroupC
M-102,335,Changeover,LOT-0033,PRD-E,GroupA
M-103,134,Jam,LOT-0012,PRD-B,GroupA
M-201,189,Material Shortage,LOT-0003,PRD-D,GroupB
M-102,505,Unplanned Stop,LOT-0013,PRD-B,GroupA
M-202,368,Changeover,LOT-0006,PRD-D,GroupB
M-302,1165,PM-Scheduled,LOT-0034,PRD-D,GroupC
M-101,595,Material Shortage,LOT-0027,PRD-A,GroupA
M-302,165,Jam,LOT-0038,PRD-E,GroupC
M-102,41,Power Blip,LOT-0007,PRD-C,GroupA
M-301,330,Material Shortage,LOT-0025,PRD-D,GroupC
M-303,90,Jam,LOT-0026,PRD-B,GroupC
M-302,104,Jam,LOT-0016,PRD-A,GroupC
M-303,28,Power Blip,LOT-0002,PRD-C,GroupC
M-202,803,Changeover,LOT-0007,PRD-B,GroupB
M-103,753,Changeover,LOT-0021,PRD-C,GroupA
M-302,21,Sensor Fault,LOT-0013,PRD-D,GroupC
M-201,31,Power Blip,LOT-0032,PRD-E,GroupB
M-301,587,Material Shortage,LOT-0011,PRD-A,GroupC
M-202,61,Sensor Fault,LOT-0009,PRD-E,GroupB
M-101,127,Jam,LOT-0004,PRD-B,GroupA
M-101,669,Changeover,LOT-0013,PRD-C,GroupA
M-301,577,Material Shortage,LOT-0026,PRD-A,GroupC
M-101,261,Jam,LOT-0039,PRD-D,GroupA
M-103,151,Adjustment,LOT-0038,PRD-E,GroupA
M-301,564,Changeover,LOT-0006,PRD-C,GroupC
M-101,466,Changeover,LOT-0037,PRD-B,GroupA
M-201,96,Sensor Fault,LOT-0014,PRD-C,GroupB
M-302,309,Changeover,LOT-0031,PRD-B,GroupC
M-103,11,Sensor Fault,LOT-0015,PRD-C,GroupA
M-202,100,Sensor Fault,LOT-0018,PRD-D,GroupB
M-302,530,Material Shortage,LOT-0017,PRD-B,GroupC
M-303,833,Changeover,LOT-0040,PRD-D,GroupC
M-102,115,Jam,LOT-0036,PRD-E,GroupA
M-202,47,Jam,LOT-0031,PRD-A,GroupB
M-301,1573,Unplanned Stop,LOT-0021,PRD-C,GroupC
M-202,93,Sensor Fault,LOT-0020,PRD-B,GroupB
M-103,546,Changeover,LOT-0004,PRD-E,GroupA
M-302,97,Sensor Fault,LOT-0009,PRD-A,GroupC
M-303,325,Unplanned Stop,LOT-0027,PRD-D,GroupC
M-302,84,Sensor Fault,LOT-0037,PRD-B,GroupC
M-301,38,Sensor Fault,LOT-0035,PRD-D,GroupC
M-301,474,Changeover,LOT-0036,PRD-B,GroupC
M-202,52,Jam,LOT-0017,PRD-E,GroupB
M-103,115,Adjustment,LOT-0006,PRD-B,GroupA
M-301,98,Jam,LOT-0027,PRD-C,GroupC
M-301,95,Jam,LOT-0030,PRD-A,GroupC
M-303,169,Jam,LOT-0038,PRD-E,GroupC
M-102,499,Changeover,LOT-0033,PRD-A,GroupA
M-302,723,Changeover,LOT-0004,PRD-B,GroupC
M-103,410,Unplanned Stop,LOT-0027,PRD-E,GroupA
M-303,66,Jam,LOT-0006,PRD-D,GroupC
M-301,32,Sensor Fault,LOT-0021,PRD-A,GroupC
M-101,514,Changeover,LOT-0011,PRD-E,GroupA
M-103,390,Changeover,LOT-0009,PRD-E,GroupA
M-302,61,Sensor Fault,LOT-0028,PRD-D,GroupC
M-302,156,Jam,LOT-0013,PRD-C,GroupC
M-101,253,Quality Check,LOT-0034,PRD-B,GroupA
M-101,90,Sensor Fault,LOT-0016,PRD-B,GroupA
M-301,405,Changeover,LOT-0025,PRD-E,GroupC
M-202,31,Jam,LOT-0020,PRD-C,GroupB
M-303,86,Sensor Fault,LOT-0034,PRD-C,GroupC
M-302,94,Quality Check,LOT-0022,PRD-D,GroupC
M-301,384,Operator Break,LOT-0026,PRD-A,GroupC
M-201,53,Jam,LOT-0014,PRD-A,GroupB
M-103,29,Jam,LOT-0025,PRD-C,GroupA
M-101,698,PM-Scheduled,LOT-0007,PRD-A,GroupA
M-101,63,Sensor Fault,LOT-0029,PRD-D,GroupA
M-102,785,Changeover,LOT-0010,PRD-B,GroupA
M-101,403,Changeover,LOT-0034,PRD-C,GroupA
M-103,407,Changeover,LOT-0033,PRD-E,GroupA
M-102,47,Jam,LOT-0032,PRD-B,GroupA
M-201,567,Operator Break,LOT-0013,PRD-C,GroupB
M-302,30,Jam,LOT-0036,PRD-D,GroupC
M-201,71,Sensor Fault,LOT-0022,PRD-B,GroupB
M-101,75,Jam,LOT-0008,PRD-E,GroupA
M-303,43,Jam,LOT-0033,PRD-A,GroupC
M-102,46,Power Blip,LOT-0015,PRD-D,GroupA
M-202,32,Jam,LOT-0007,PRD-B,GroupB
M-101,428,Material Shortage,LOT-0021,PRD-D,GroupA
M-102,31,Jam,LOT-0001,PRD-B,GroupA
M-103,748,Changeover,LOT-0040,PRD-C,GroupA
M-102,650,Changeover,LOT-0012,PRD-A,GroupA
M-302,767,Changeover,LOT-0018,PRD-D,GroupC
M-303,230,Material Shortage,LOT-0008,PRD-B,GroupC
M-101,223,Unplanned Stop,LOT-0007,PRD-D,GroupA
M-303,508,Material Shortage,LOT-0012,PRD-E,GroupC
M-302,314,Operator Break,LOT-0009,PRD-D,GroupC
M-303,125,Jam,LOT-0029,PRD-A,GroupC
M-102,100,Jam,LOT-0001,PRD-E,GroupA
M-201,745,Unplanned Stop,LOT-0022,PRD-E,GroupB
M-102,554,Changeover,LOT-0031,PRD-C,GroupA
M-302,162,Jam,LOT-0040,PRD-A,GroupC
M-101,30,Sensor Fault,LOT-0033,PRD-D,GroupA
M-303,136,Material Shortage,LOT-0032,PRD-C,GroupC
M-201,584,Changeover,LOT-0004,PRD-E,GroupB
M-201,1375,PM-Scheduled,LOT-0026,PRD-B,GroupB
M-102,886,Changeover,LOT-0029,PRD-A,GroupA
M-303,421,Changeover,LOT-0032,PRD-A,GroupC
M-102,336,Changeover,LOT-0036,PRD-E,GroupA
M-101,371,Material Shortage,LOT-0033,PRD-E,GroupA
M-201,68,Sensor Fault,LOT-0022,PRD-C,GroupB
M-101,525,Material Shortage,LOT-0022,PRD-E,GroupA
M-303,56,Sensor Fault,LOT-0029,PRD-A,GroupC
M-102,413,Operator Break,LOT-0001,PRD-C,GroupA
M-301,358,Material Shortage,LOT-0036,PRD-E,GroupC
M-301,15,Sensor Fault,LOT-0011,PRD-D,GroupC
M-103,479,Material Shortage,LOT-0007,PRD-C,GroupA
M-201,120,Jam,LOT-0014,PRD-D,GroupB
M-201,23,Sensor Fault,LOT-0027,PRD-A,GroupB
M-102,530,Operator Break,LOT-0030,PRD-E,GroupA
M-103,31,Adjustment,LOT-0034,PRD-A,GroupA
M-302,554,Material Shortage,LOT-0033,PRD-B,GroupC
M-103,26,Sensor Fault,LOT-0007,PRD-D,GroupA
M-301,693,Changeover,LOT-0027,PRD-E,GroupC
M-201,107,Jam,LOT-0019,PRD-D,GroupB
M-103,174,Jam,LOT-0033,PRD-C,GroupA
M-301,80,Sensor Fault,LOT-0014,PRD-B,GroupC
M-201,47,Sensor Fault,LOT-0023,PRD-B,GroupB
M-103,630,Changeover,LOT-0008,PRD-C,GroupA
M-303,1454,PM-Scheduled,LOT-0035,PRD-C,GroupC
M-302,595,Material Shortage,LOT-0007,PRD-A,GroupC
M-302,34,Jam,LOT-0013,PRD-C,GroupC
M-103,759,Unplanned Stop,LOT-0017,PRD-B,GroupA
M-101,47,Sensor Fault,LOT-0014,PRD-E,GroupA
M-101,763,Changeover,LOT-0007,PRD-E,GroupA
M-201,81,Sensor Fault,LOT-0025,PRD-B,GroupB
M-202,16,Sensor Fault,LOT-0025,PRD-D,GroupB
M-302,205,Adjustment,LOT-0021,PRD-E,GroupC
M-101,151,Jam,LOT-0013,PRD-E,GroupA
M-303,436,Material Shortage,LOT-0038,PRD-E,GroupC
M-201,399,Operator Break,LOT-0019,PRD-D,GroupB
M-103,136,Unplanned Stop,LOT-0012,PRD-B,GroupA
M-102,738,Changeover,LOT-0018,PRD-E,GroupA
M-202,169,Jam,LOT-0017,PRD-A,GroupB
M-301,458,Changeover,LOT-0003,PRD-B,GroupC
M-301,1216,PM-Scheduled,LOT-0032,PRD-E,GroupC
M-301,101,Jam,LOT-0034,PRD-B,GroupC
M-103,817,Changeover,LOT-0011,PRD-D,GroupA
M-302,76,Jam,LOT-0014,PRD-C,GroupC
M-301,523,Changeover,LOT-0040,PRD-E,GroupC
M-303,830,Unplanned Stop,LOT-0001,PRD-A,GroupC
M-301,549,Changeover,LOT-0003,PRD-C,GroupC
M-302,12,Power Blip,LOT-0025,PRD-C,GroupC
M-202,152,Jam,LOT-0024,PRD-E,GroupB
M-303,603,Changeover,LOT-0013,PRD-C,GroupC
M-102,72,Adjustment,LOT-0035,PRD-E,GroupA
M-101,36,Sensor Fault,LOT-0014,PRD-D,GroupA
M-102,131,Jam,LOT-0005,PRD-B,GroupA
M-101,639,Changeover,LOT-0003,PRD-A,GroupA
M-102,84,Jam,LOT-0036,PRD-A,GroupA
M-201,31,Power Blip,LOT-0025,PRD-D,GroupB
M-302,317,Changeover,LOT-0025,PRD-A,GroupC
M-101,89,Sensor Fault,LOT-0005,PRD-E,GroupA
M-101,19,Sensor Fault,LOT-0023,PRD-E,GroupA
M-102,97,Jam,LOT-0039,PRD-A,GroupA
M-202,524,Operator Break,LOT-0025,PRD-D,GroupB
M-101,846,Changeover,LOT-0015,PRD-B,GroupA
M-302,362,Material Shortage,LOT-0010,PRD-C,GroupC
M-301,32,Adjustment,LOT-0036,PRD-E,GroupC
M-103,21,Jam,LOT-0037,PRD-E,GroupA
M-302,387,Changeover,LOT-0020,PRD-B,GroupC
M-301,151,Jam,LOT-0010,PRD-B,GroupC
M-103,84,Jam,LOT-0013,PRD-A,GroupA
M-103,82,Sensor Fault,LOT-0004,PRD-E,GroupA
M-303,19,Sensor Fault,LOT-0019,PRD-A,GroupC
M-202,168,Jam,LOT-0032,PRD-C,GroupB
M-301,80,Jam,LOT-0007,PRD-C,GroupC
M-102,25,Power Blip,LOT-0032,PRD-D,GroupA
M-301,49,Sensor Fault,LOT-0038,PRD-B,GroupC
M-301,498,Material Shortage,LOT-0011,PRD-A,GroupC
M-301,76,Jam,LOT-0028,PRD-C,GroupC
M-301,104,Jam,LOT-0031,PRD-D,GroupC
M-303,612,Changeover,LOT-0032,PRD-E,GroupC
M-102,175,Jam,LOT-0006,PRD-C,GroupA
M-103,110,Quality Check,LOT-0017,PRD-A,GroupA
M-102,277,Quality Check,LOT-0033,PRD-A,GroupA
M-302,408,Operator Break,LOT-0003,PRD-E,GroupC
M-202,852,Changeover,LOT-0031,PRD-B,GroupB
M-301,597,Changeover,LOT-0009,PRD-D,GroupC
M-102,814,Changeover,LOT-0001,PRD-B,GroupA
M-103,371,Operator Break,LOT-0029,PRD-B,GroupA
M-103,1758,PM-Scheduled,LOT-0010,PRD-D,GroupA
M-301,144,Jam,LOT-0015,PRD-A,GroupC
M-202,343,Changeover,LOT-0014,PRD-E,GroupB
M-301,765,Changeover,LOT-0003,PRD-A,GroupC
M-301,153,Jam,LOT-0018,PRD-C,GroupC
M-103,687,Changeover,LOT-0024,PRD-E,GroupA
M-102,685,Changeover,LOT-0015,PRD-E,GroupA
M-302,653,Changeover,LOT-0032,PRD-D,GroupC
M-101,442,Changeover,LOT-0029,PRD-B,GroupA
M-201,91,Jam,LOT-0014,PRD-B,GroupB
M-103,174,Jam,LOT-0008,PRD-B,GroupA
M-302,176,Material Shortage,LOT-0031,PRD-D,GroupC
M-303,61,Jam,LOT-0027,PRD-A,GroupC
M-201,166,Jam,LOT-0038,PRD-B,GroupB
M-103,15,Sensor Fault,LOT-0037,PRD-B,GroupA
M-101,118,Jam,LOT-0034,PRD-D,GroupA
M-101,350,Material Shortage,LOT-0006,PRD-B,GroupA
M-303,70,Sensor Fault,LOT-0031,PRD-B,GroupC
M-201,206,Material Shortage,LOT-0038,PRD-B,GroupB
M-202,107,Jam,LOT-0030,PRD-E,GroupB
M-102,118,Jam,LOT-0009,PRD-A,GroupA
M-101,268,Jam,LOT-0027,PRD-B,GroupA
M-102,177,Jam,LOT-0039,PRD-A,GroupA
M-102,53,Jam,LOT-0039,PRD-E,GroupA
M-101,258,Quality Check,LOT-0028,PRD-E,GroupA
M-302,344,Changeover,LOT-0034,PRD-D,GroupC
M-201,35,Power Blip,LOT-0025,PRD-C,GroupB
M-102,560,Changeover,LOT-0031,PRD-B,GroupA
M-102,159,Jam,LOT-0027,PRD-C,GroupA
M-201,21,Jam,LOT-0037,PRD-E,GroupB
M-102,684,Changeover,LOT-0014,PRD-C,GroupA
M-302,458,Changeover,LOT-0028,PRD-E,GroupC
M-202,157,Jam,LOT-0028,PRD-E,GroupB
M-301,97,Sensor Fault,LOT-0026,PRD-B,GroupC
M-302,1741,PM-Scheduled,LOT-0031,PRD-B,GroupC
M-301,1590,PM-Scheduled,LOT-0017,PRD-C,GroupC
M-301,503,Operator Break,LOT-0009,PRD-A,GroupC
M-201,465,Changeover,LOT-0007,PRD-B,GroupB
M-302,113,Material Shortage,LOT-0011,PRD-D,GroupC
M-101,208,Material Shortage,LOT-0031,PRD-E,GroupA
M-302,87,Jam,LOT-0015,PRD-C,GroupC
M-102,102,Sensor Fault,LOT-0025,PRD-D,GroupA
M-202,86,Sensor Fault,LOT-0004,PRD-B,GroupB
M-303,506,Changeover,LOT-0034,PRD-C,GroupC
M-201,173,Jam,LOT-0033,PRD-E,GroupB
M-201,96,Sensor Fault,LOT-0003,PRD-C,GroupB
M-201,30,Sensor Fault,LOT-0006,PRD-C,GroupB
